cgroup_id,latency,pid,source_cpu,target_cpu
cgroup_id,latency,pid,source_cpu,target_cpu
18307,9706358389,10222,0,1
cgroup_id,latency,pid,source_cpu,target_cpu
18307,10101204536,11055,0,1
cgroup_id,latency,pid,source_cpu,target_cpu
18307,9959327440,11189,0,1
cgroup_id,latency,pid,source_cpu,target_cpu
19394,9564780933,11290,0,1
cgroup_id,latency,pid,source_cpu,target_cpu
18057,10008836558,10869,0,1
