benchmark,freq0,freq1,p-value
lrserv,2.5ghz,3.0ghz,0.6592267165292698
lrserv,2.5ghz,2.5ghz copy,0.7995742210223482
lrserv,2.5ghz,2.75ghz,0.9467287346481039
lrserv,2.5ghz,1.25ghz,0.5655539576654758
lrserv,3.25ghz,4.75ghz,0.93813717383897
lrserv,3.25ghz,2.5ghz,0.3427338341027869
lrserv,3.25ghz,3.25ghz,1.0
lrserv,3.25ghz,2.25ghz,0.5869371700692589
lrserv,3.25ghz,2.0ghz,1.0
lrserv,3.25ghz,4.0ghz,0.65540543793669
lrserv,3.25ghz,1.75ghz,0.10730258670433653
lrserv,3.25ghz,4.5ghz,0.5094483563706427
lrserv,3.25ghz,1.0ghz,0.268742772421077
lrserv,3.25ghz,1.5ghz,0.65540543793669
lrserv,3.25ghz,4.25ghz,0.3721083307918155
lrserv,3.25ghz,3.5ghz,0.2859010589675479
lrserv,3.25ghz,3.75ghz,0.5094483563706427
lrserv,3.25ghz,5.0ghz,0.2947520070546409
lrserv,3.25ghz,3.0ghz,0.07115843333450314
lrserv,3.25ghz,2.5ghz copy,0.3516793716607548
lrserv,3.25ghz,2.75ghz,0.13017242401938045
lrserv,3.25ghz,1.25ghz,0.8461535661468554
lrserv,2.25ghz,4.75ghz,0.48486293237843714
lrserv,2.25ghz,2.5ghz,0.1452340729732504
lrserv,2.25ghz,3.25ghz,0.5869371700692589
lrserv,2.25ghz,2.25ghz,1.0
lrserv,2.25ghz,2.0ghz,0.7123855280840246
lrserv,2.25ghz,4.0ghz,0.44922293322874407
lrserv,2.25ghz,1.75ghz,0.415118275851869
lrserv,2.25ghz,4.5ghz,0.8461535661468554
lrserv,2.25ghz,1.0ghz,0.7562221220076069
lrserv,2.25ghz,1.5ghz,0.8919636193705659
lrserv,2.25ghz,4.25ghz,0.2523052121646835
lrserv,2.25ghz,3.5ghz,0.11603618751300343
lrserv,2.25ghz,3.75ghz,0.17440038915018252
lrserv,2.25ghz,5.0ghz,0.14561009539686695
lrserv,2.25ghz,3.0ghz,0.026971854426319462
lrserv,2.25ghz,2.5ghz copy,0.13517053560025727
lrserv,2.25ghz,2.75ghz,0.08419395035432709
lrserv,2.25ghz,1.25ghz,0.5094483563706427
lrserv,2.0ghz,4.75ghz,0.861373792455552
lrserv,2.0ghz,2.5ghz,0.3850664818284829
lrserv,2.0ghz,3.25ghz,1.0
lrserv,2.0ghz,2.25ghz,0.7123855280840246
lrserv,2.0ghz,2.0ghz,1.0
lrserv,2.0ghz,4.0ghz,0.8309905299998261
lrserv,2.0ghz,1.75ghz,0.3037847253883319
lrserv,2.0ghz,4.5ghz,0.6694793348058024
lrserv,2.0ghz,1.0ghz,0.48486293237843714
lrserv,2.0ghz,1.5ghz,0.6276258050283593
lrserv,2.0ghz,4.25ghz,0.6414528745894932
lrserv,2.0ghz,3.5ghz,0.4376816780828031
lrserv,2.0ghz,3.75ghz,0.5475147688915105
lrserv,2.0ghz,5.0ghz,0.4728155871746813
lrserv,2.0ghz,3.0ghz,0.09518773522036432
lrserv,2.0ghz,2.5ghz copy,0.2947520070546409
lrserv,2.0ghz,2.75ghz,0.2859010589675479
lrserv,2.0ghz,1.25ghz,0.8309905299998261
lrserv,4.0ghz,4.75ghz,0.42631291323985965
lrserv,4.0ghz,2.5ghz,0.46235873008959283
lrserv,4.0ghz,3.25ghz,0.65540543793669
lrserv,4.0ghz,2.25ghz,0.44922293322874407
lrserv,4.0ghz,2.0ghz,0.8309905299998261
lrserv,4.0ghz,4.0ghz,1.0
lrserv,4.0ghz,1.75ghz,0.059825636317548045
lrserv,4.0ghz,4.5ghz,0.33197546708273695
lrserv,4.0ghz,1.0ghz,0.14031564937735788
lrserv,4.0ghz,1.5ghz,0.5736510006245363
lrserv,4.0ghz,4.25ghz,0.5605090914385145
lrserv,4.0ghz,3.5ghz,0.4728155871746813
lrserv,4.0ghz,3.75ghz,0.9690453003117911
lrserv,4.0ghz,5.0ghz,0.48486293237843714
lrserv,4.0ghz,3.0ghz,0.1683260949337354
lrserv,4.0ghz,2.5ghz copy,0.7269006560784503
lrserv,4.0ghz,2.75ghz,0.2143168580185959
lrserv,4.0ghz,1.25ghz,0.8919636193705659
lrserv,1.75ghz,4.75ghz,0.05723926127938553
lrserv,1.75ghz,2.5ghz,0.04089939116285119
lrserv,1.75ghz,3.25ghz,0.10730258670433653
lrserv,1.75ghz,2.25ghz,0.415118275851869
lrserv,1.75ghz,2.0ghz,0.3037847253883319
lrserv,1.75ghz,4.0ghz,0.059825636317548045
lrserv,1.75ghz,1.75ghz,1.0
lrserv,1.75ghz,4.5ghz,0.48486293237843714
lrserv,1.75ghz,1.0ghz,0.7710186241805638
lrserv,1.75ghz,1.5ghz,0.6414528745894932
lrserv,1.75ghz,4.25ghz,0.024402605411921543
lrserv,1.75ghz,3.5ghz,0.013733404308894272
lrserv,1.75ghz,3.75ghz,0.016130322106759073
lrserv,1.75ghz,5.0ghz,0.010431843364281526
lrserv,1.75ghz,3.0ghz,0.0019062927884821437
lrserv,1.75ghz,2.5ghz copy,0.013007466607958674
lrserv,1.75ghz,2.75ghz,0.008808853238989799
lrserv,1.75ghz,1.25ghz,0.2003383819344965
lrserv,4.5ghz,4.75ghz,0.5346712115320105
lrserv,4.5ghz,2.5ghz,0.13799475087813196
lrserv,4.5ghz,3.25ghz,0.5094483563706427
lrserv,4.5ghz,2.25ghz,0.8461535661468554
lrserv,4.5ghz,2.0ghz,0.6694793348058024
lrserv,4.5ghz,4.0ghz,0.33197546708273695
lrserv,4.5ghz,1.75ghz,0.48486293237843714
lrserv,4.5ghz,4.5ghz,1.0
lrserv,4.5ghz,1.0ghz,0.7415144763294637
lrserv,4.5ghz,1.5ghz,0.93813717383897
lrserv,4.5ghz,4.25ghz,0.1253189420819512
lrserv,4.5ghz,3.5ghz,0.07745301640549514
lrserv,4.5ghz,3.75ghz,0.19360407089423592
lrserv,4.5ghz,5.0ghz,0.07425122834326177
lrserv,4.5ghz,3.0ghz,0.01529337103019893
lrserv,4.5ghz,2.5ghz copy,0.09140202473789936
lrserv,4.5ghz,2.75ghz,0.041620062928365585
lrserv,4.5ghz,1.25ghz,0.4376816780828031
lrserv,1.0ghz,4.75ghz,0.1253189420819512
lrserv,1.0ghz,2.5ghz,0.15276075132925196
lrserv,1.0ghz,3.25ghz,0.268742772421077
lrserv,1.0ghz,2.25ghz,0.7562221220076069
lrserv,1.0ghz,2.0ghz,0.48486293237843714
lrserv,1.0ghz,4.0ghz,0.14031564937735788
lrserv,1.0ghz,1.75ghz,0.7710186241805638
lrserv,1.0ghz,4.5ghz,0.7415144763294637
lrserv,1.0ghz,1.0ghz,1.0
lrserv,1.0ghz,1.5ghz,0.9690453003117911
lrserv,1.0ghz,4.25ghz,0.08419395035432709
lrserv,1.0ghz,3.5ghz,0.09140202473789936
lrserv,1.0ghz,3.75ghz,0.06817204557664998
lrserv,1.0ghz,5.0ghz,0.05003228610625733
lrserv,1.0ghz,3.0ghz,0.013007466607958674
lrserv,1.0ghz,2.5ghz copy,0.026971854426319462
lrserv,1.0ghz,2.75ghz,0.059825636317548045
lrserv,1.0ghz,1.25ghz,0.2947520070546409
lrserv,1.5ghz,4.75ghz,0.5736510006245363
lrserv,1.5ghz,2.5ghz,0.1452340729732504
lrserv,1.5ghz,3.25ghz,0.65540543793669
lrserv,1.5ghz,2.25ghz,0.8919636193705659
lrserv,1.5ghz,2.0ghz,0.6276258050283593
lrserv,1.5ghz,4.0ghz,0.5736510006245363
lrserv,1.5ghz,1.75ghz,0.6414528745894932
lrserv,1.5ghz,4.5ghz,0.93813717383897
lrserv,1.5ghz,1.0ghz,0.9690453003117911
lrserv,1.5ghz,1.5ghz,1.0
lrserv,1.5ghz,4.25ghz,0.2947520070546409
lrserv,1.5ghz,3.5ghz,0.1624120073498867
lrserv,1.5ghz,3.75ghz,0.22156412892169008
lrserv,1.5ghz,5.0ghz,0.3223963931070317
lrserv,1.5ghz,3.0ghz,0.052345063273163205
lrserv,1.5ghz,2.5ghz copy,0.17440038915018252
lrserv,1.5ghz,2.75ghz,0.15665606830628992
lrserv,1.5ghz,1.25ghz,0.3825931773694824
lrserv,4.25ghz,4.75ghz,0.3129994773224958
lrserv,4.25ghz,2.5ghz,0.621000203004081
lrserv,4.25ghz,3.25ghz,0.3721083307918155
lrserv,4.25ghz,2.25ghz,0.2523052121646835
lrserv,4.25ghz,2.0ghz,0.6414528745894932
lrserv,4.25ghz,4.0ghz,0.5605090914385145
lrserv,4.25ghz,1.75ghz,0.024402605411921543
lrserv,4.25ghz,4.5ghz,0.1253189420819512
lrserv,4.25ghz,1.0ghz,0.08419395035432709
lrserv,4.25ghz,1.5ghz,0.2947520070546409
lrserv,4.25ghz,4.25ghz,1.0
lrserv,4.25ghz,3.5ghz,0.7415144763294637
lrserv,4.25ghz,3.75ghz,0.876645674312776
lrserv,4.25ghz,5.0ghz,0.7562221220076069
lrserv,4.25ghz,3.0ghz,0.20724211154284822
lrserv,4.25ghz,2.5ghz copy,0.876645674312776
lrserv,4.25ghz,2.75ghz,0.361803488317166
lrserv,4.25ghz,1.25ghz,0.5219814481957432
lrserv,3.5ghz,4.75ghz,0.18063688161006308
lrserv,3.5ghz,2.5ghz,0.7995742210223482
lrserv,3.5ghz,3.25ghz,0.2859010589675479
lrserv,3.5ghz,2.25ghz,0.11603618751300343
lrserv,3.5ghz,2.0ghz,0.4376816780828031
lrserv,3.5ghz,4.0ghz,0.4728155871746813
lrserv,3.5ghz,1.75ghz,0.013733404308894272
lrserv,3.5ghz,4.5ghz,0.07745301640549514
lrserv,3.5ghz,1.0ghz,0.09140202473789936
lrserv,3.5ghz,1.5ghz,0.1624120073498867
lrserv,3.5ghz,4.25ghz,0.7415144763294637
lrserv,3.5ghz,3.5ghz,1.0
lrserv,3.5ghz,3.75ghz,0.7710186241805638
lrserv,3.5ghz,5.0ghz,0.7710186241805638
lrserv,3.5ghz,3.0ghz,0.3825931773694824
lrserv,3.5ghz,2.5ghz copy,0.8461535661468554
lrserv,3.5ghz,2.75ghz,0.5219814481957432
lrserv,3.5ghz,1.25ghz,0.6003641276866312
lrserv,3.75ghz,4.75ghz,0.4728155871746813
lrserv,3.75ghz,2.5ghz,0.7182469617733183
lrserv,3.75ghz,3.25ghz,0.5094483563706427
lrserv,3.75ghz,2.25ghz,0.17440038915018252
lrserv,3.75ghz,2.0ghz,0.5475147688915105
lrserv,3.75ghz,4.0ghz,0.9690453003117911
lrserv,3.75ghz,1.75ghz,0.016130322106759073
lrserv,3.75ghz,4.5ghz,0.19360407089423592
lrserv,3.75ghz,1.0ghz,0.06817204557664998
lrserv,3.75ghz,1.5ghz,0.22156412892169008
lrserv,3.75ghz,4.25ghz,0.876645674312776
lrserv,3.75ghz,3.5ghz,0.7710186241805638
lrserv,3.75ghz,3.75ghz,1.0
lrserv,3.75ghz,5.0ghz,0.6694793348058024
lrserv,3.75ghz,3.0ghz,0.2003383819344965
lrserv,3.75ghz,2.5ghz copy,0.8919636193705659
lrserv,3.75ghz,2.75ghz,0.3129994773224958
lrserv,3.75ghz,1.25ghz,0.6139282580548475
lrserv,5.0ghz,4.75ghz,0.14031564937735788
lrserv,5.0ghz,2.5ghz,0.5837704941889161
lrserv,5.0ghz,3.25ghz,0.2947520070546409
lrserv,5.0ghz,2.25ghz,0.14561009539686695
lrserv,5.0ghz,2.0ghz,0.4728155871746813
lrserv,5.0ghz,4.0ghz,0.48486293237843714
lrserv,5.0ghz,1.75ghz,0.010431843364281526
lrserv,5.0ghz,4.5ghz,0.07425122834326177
lrserv,5.0ghz,1.0ghz,0.05003228610625733
lrserv,5.0ghz,1.5ghz,0.3223963931070317
lrserv,5.0ghz,4.25ghz,0.7562221220076069
lrserv,5.0ghz,3.5ghz,0.7710186241805638
lrserv,5.0ghz,3.75ghz,0.6694793348058024
lrserv,5.0ghz,5.0ghz,1.0
lrserv,5.0ghz,3.0ghz,0.2143168580185959
lrserv,5.0ghz,2.5ghz copy,0.8158901548607471
lrserv,5.0ghz,2.75ghz,0.2947520070546409
lrserv,5.0ghz,1.25ghz,0.5869371700692589
lrserv,3.0ghz,4.75ghz,0.03612587577799184
lrserv,3.0ghz,2.5ghz,0.6592267165292698
lrserv,3.0ghz,3.25ghz,0.07115843333450314
lrserv,3.0ghz,2.25ghz,0.026971854426319462
lrserv,3.0ghz,2.0ghz,0.09518773522036432
lrserv,3.0ghz,4.0ghz,0.1683260949337354
lrserv,3.0ghz,1.75ghz,0.0019062927884821437
lrserv,3.0ghz,4.5ghz,0.01529337103019893
lrserv,3.0ghz,1.0ghz,0.013007466607958674
lrserv,3.0ghz,1.5ghz,0.052345063273163205
lrserv,3.0ghz,4.25ghz,0.20724211154284822
lrserv,3.0ghz,3.5ghz,0.3825931773694824
lrserv,3.0ghz,3.75ghz,0.2003383819344965
lrserv,3.0ghz,5.0ghz,0.2143168580185959
lrserv,3.0ghz,3.0ghz,1.0
lrserv,3.0ghz,2.5ghz copy,0.33197546708273695
lrserv,3.0ghz,2.75ghz,0.6979738522659524
lrserv,3.0ghz,1.25ghz,0.1624120073498867
lrserv,2.5ghz copy,4.75ghz,0.3037847253883319
lrserv,2.5ghz copy,2.5ghz,0.7995742210223482
lrserv,2.5ghz copy,3.25ghz,0.3516793716607548
lrserv,2.5ghz copy,2.25ghz,0.13517053560025727
lrserv,2.5ghz copy,2.0ghz,0.2947520070546409
lrserv,2.5ghz copy,4.0ghz,0.7269006560784503
lrserv,2.5ghz copy,1.75ghz,0.013007466607958674
lrserv,2.5ghz copy,4.5ghz,0.09140202473789936
lrserv,2.5ghz copy,1.0ghz,0.026971854426319462
lrserv,2.5ghz copy,1.5ghz,0.17440038915018252
lrserv,2.5ghz copy,4.25ghz,0.876645674312776
lrserv,2.5ghz copy,3.5ghz,0.8461535661468554
lrserv,2.5ghz copy,3.75ghz,0.8919636193705659
lrserv,2.5ghz copy,5.0ghz,0.8158901548607471
lrserv,2.5ghz copy,3.0ghz,0.33197546708273695
lrserv,2.5ghz copy,2.5ghz copy,1.0
lrserv,2.5ghz copy,2.75ghz,0.44922293322874407
lrserv,2.5ghz copy,1.25ghz,0.39325715704186925
lrserv,2.75ghz,4.75ghz,0.0478057953309806
lrserv,2.75ghz,2.5ghz,0.9467287346481039
lrserv,2.75ghz,3.25ghz,0.13017242401938045
lrserv,2.75ghz,2.25ghz,0.08419395035432709
lrserv,2.75ghz,2.0ghz,0.2859010589675479
lrserv,2.75ghz,4.0ghz,0.2143168580185959
lrserv,2.75ghz,1.75ghz,0.008808853238989799
lrserv,2.75ghz,4.5ghz,0.041620062928365585
lrserv,2.75ghz,1.0ghz,0.059825636317548045
lrserv,2.75ghz,1.5ghz,0.15665606830628992
lrserv,2.75ghz,4.25ghz,0.361803488317166
lrserv,2.75ghz,3.5ghz,0.5219814481957432
lrserv,2.75ghz,3.75ghz,0.3129994773224958
lrserv,2.75ghz,5.0ghz,0.2947520070546409
lrserv,2.75ghz,3.0ghz,0.6979738522659524
lrserv,2.75ghz,2.5ghz copy,0.44922293322874407
lrserv,2.75ghz,2.75ghz,1.0
lrserv,2.75ghz,1.25ghz,0.42631291323985965
lrserv,1.25ghz,4.75ghz,0.9073219836857066
lrserv,1.25ghz,2.5ghz,0.5655539576654758
lrserv,1.25ghz,3.25ghz,0.8461535661468554
lrserv,1.25ghz,2.25ghz,0.5094483563706427
lrserv,1.25ghz,2.0ghz,0.8309905299998261
lrserv,1.25ghz,4.0ghz,0.8919636193705659
lrserv,1.25ghz,1.75ghz,0.2003383819344965
lrserv,1.25ghz,4.5ghz,0.4376816780828031
lrserv,1.25ghz,1.0ghz,0.2947520070546409
lrserv,1.25ghz,1.5ghz,0.3825931773694824
lrserv,1.25ghz,4.25ghz,0.5219814481957432
lrserv,1.25ghz,3.5ghz,0.6003641276866312
lrserv,1.25ghz,3.75ghz,0.6139282580548475
lrserv,1.25ghz,5.0ghz,0.5869371700692589
lrserv,1.25ghz,3.0ghz,0.1624120073498867
lrserv,1.25ghz,2.5ghz copy,0.39325715704186925
lrserv,1.25ghz,2.75ghz,0.42631291323985965
lrserv,1.25ghz,1.25ghz,1.0
rnnserv,1.25ghz,1.25ghz,1.0
rnnserv,1.25ghz,2.0ghz,0.9073219836857066
rnnserv,1.25ghz,3.25ghz,0.15105615728737953
rnnserv,1.25ghz,2.75ghz,0.8158901548607471
rnnserv,1.25ghz,4.5ghz,0.1683260949337354
rnnserv,1.25ghz,4.75ghz,0.07425122834326177
rnnserv,1.25ghz,4.25ghz,0.18063688161006308
rnnserv,1.25ghz,3.75ghz,0.26043426893178667
rnnserv,1.25ghz,3.5ghz,0.9073219836857066
rnnserv,1.25ghz,2.25ghz,0.361803488317166
rnnserv,1.25ghz,1.75ghz,0.3516793716607548
rnnserv,1.25ghz,1.0ghz,0.06817204557664998
rnnserv,1.25ghz,4.0ghz,0.8158901548607471
rnnserv,1.25ghz,5.0ghz,0.0990980154217605
rnnserv,1.25ghz,3.0ghz,0.2003383819344965
rnnserv,1.25ghz,1.5ghz,0.953582510349677
rnnserv,1.25ghz,2.5ghz,0.9227150779556011
rnnserv,2.0ghz,1.25ghz,0.9073219836857066
rnnserv,2.0ghz,2.0ghz,1.0
rnnserv,2.0ghz,3.25ghz,0.09140202473789936
rnnserv,2.0ghz,2.75ghz,0.5736510006245363
rnnserv,2.0ghz,4.5ghz,0.13017242401938045
rnnserv,2.0ghz,4.75ghz,0.03612587577799184
rnnserv,2.0ghz,4.25ghz,0.14031564937735788
rnnserv,2.0ghz,3.75ghz,0.17440038915018252
rnnserv,2.0ghz,3.5ghz,0.6979738522659524
rnnserv,2.0ghz,2.25ghz,0.46093488585479814
rnnserv,2.0ghz,1.75ghz,0.497074660807861
rnnserv,2.0ghz,1.0ghz,0.09518773522036432
rnnserv,2.0ghz,4.0ghz,0.93813717383897
rnnserv,2.0ghz,5.0ghz,0.059825636317548045
rnnserv,2.0ghz,3.0ghz,0.268742772421077
rnnserv,2.0ghz,1.5ghz,0.93813717383897
rnnserv,2.0ghz,2.5ghz,0.9690453003117911
rnnserv,3.25ghz,1.25ghz,0.15105615728737953
rnnserv,3.25ghz,2.0ghz,0.09140202473789936
rnnserv,3.25ghz,3.25ghz,1.0
rnnserv,3.25ghz,2.75ghz,0.15665606830628992
rnnserv,3.25ghz,4.5ghz,1.0
rnnserv,3.25ghz,4.75ghz,0.7269006560784503
rnnserv,3.25ghz,4.25ghz,0.6139282580548475
rnnserv,3.25ghz,3.75ghz,0.6276258050283593
rnnserv,3.25ghz,3.5ghz,0.12060767859094357
rnnserv,3.25ghz,2.25ghz,0.02204821127903532
rnnserv,3.25ghz,1.75ghz,0.028341832697381233
rnnserv,3.25ghz,1.0ghz,0.0028077381497495463
rnnserv,3.25ghz,4.0ghz,0.08419395035432709
rnnserv,3.25ghz,5.0ghz,0.6979738522659524
rnnserv,3.25ghz,3.0ghz,0.011029166691101183
rnnserv,3.25ghz,1.5ghz,0.10730258670433653
rnnserv,3.25ghz,2.5ghz,0.14561009539686695
rnnserv,2.75ghz,1.25ghz,0.8158901548607471
rnnserv,2.75ghz,2.0ghz,0.5736510006245363
rnnserv,2.75ghz,3.25ghz,0.15665606830628992
rnnserv,2.75ghz,2.75ghz,1.0
rnnserv,2.75ghz,4.5ghz,0.26043426893178667
rnnserv,2.75ghz,4.75ghz,0.0807663909568753
rnnserv,2.75ghz,4.25ghz,0.3037847253883319
rnnserv,2.75ghz,3.75ghz,0.3825931773694824
rnnserv,2.75ghz,3.5ghz,0.7123855280840246
rnnserv,2.75ghz,2.25ghz,0.18703749337591546
rnnserv,2.75ghz,1.75ghz,0.17440038915018252
rnnserv,2.75ghz,1.0ghz,0.01700726906208309
rnnserv,2.75ghz,4.0ghz,0.3825931773694824
rnnserv,2.75ghz,5.0ghz,0.15665606830628992
rnnserv,2.75ghz,3.0ghz,0.06817204557664998
rnnserv,2.75ghz,1.5ghz,0.5475147688915105
rnnserv,2.75ghz,2.5ghz,0.5869371700692589
rnnserv,4.5ghz,1.25ghz,0.1683260949337354
rnnserv,4.5ghz,2.0ghz,0.13017242401938045
rnnserv,4.5ghz,3.25ghz,1.0
rnnserv,4.5ghz,2.75ghz,0.26043426893178667
rnnserv,4.5ghz,4.5ghz,1.0
rnnserv,4.5ghz,4.75ghz,0.6836702770203351
rnnserv,4.5ghz,4.25ghz,0.8008578418954853
rnnserv,4.5ghz,3.75ghz,0.6836702770203351
rnnserv,4.5ghz,3.5ghz,0.22898533711961333
rnnserv,4.5ghz,2.25ghz,0.03788424543573267
rnnserv,4.5ghz,1.75ghz,0.03281712689483408
rnnserv,4.5ghz,1.0ghz,0.004901861038274267
rnnserv,4.5ghz,4.0ghz,0.1253189420819512
rnnserv,4.5ghz,5.0ghz,0.861373792455552
rnnserv,4.5ghz,3.0ghz,0.01700726906208309
rnnserv,4.5ghz,1.5ghz,0.15105615728737953
rnnserv,4.5ghz,2.5ghz,0.15105615728737953
rnnserv,4.75ghz,1.25ghz,0.07425122834326177
rnnserv,4.75ghz,2.0ghz,0.03612587577799184
rnnserv,4.75ghz,3.25ghz,0.7269006560784503
rnnserv,4.75ghz,2.75ghz,0.0807663909568753
rnnserv,4.75ghz,4.5ghz,0.6836702770203351
rnnserv,4.75ghz,4.75ghz,1.0
rnnserv,4.75ghz,4.25ghz,0.3825931773694824
rnnserv,4.75ghz,3.75ghz,0.415118275851869
rnnserv,4.75ghz,3.5ghz,0.029771346975723968
rnnserv,4.75ghz,2.25ghz,0.007856148366986239
rnnserv,4.75ghz,1.75ghz,0.011656686132397214
rnnserv,4.75ghz,1.0ghz,0.001367281930175315
rnnserv,4.75ghz,4.0ghz,0.03971489002268778
rnnserv,4.75ghz,5.0ghz,0.953582510349677
rnnserv,4.75ghz,3.0ghz,0.006996807919786315
rnnserv,4.75ghz,1.5ghz,0.04566317848485905
rnnserv,4.75ghz,2.5ghz,0.08773829506214073
rnnserv,4.25ghz,1.25ghz,0.18063688161006308
rnnserv,4.25ghz,2.0ghz,0.14031564937735788
rnnserv,4.25ghz,3.25ghz,0.6139282580548475
rnnserv,4.25ghz,2.75ghz,0.3037847253883319
rnnserv,4.25ghz,4.5ghz,0.8008578418954853
rnnserv,4.25ghz,4.75ghz,0.3825931773694824
rnnserv,4.25ghz,4.25ghz,1.0
rnnserv,4.25ghz,3.75ghz,0.984519736863829
rnnserv,4.25ghz,3.5ghz,0.15665606830628992
rnnserv,4.25ghz,2.25ghz,0.03443756329229049
rnnserv,4.25ghz,1.75ghz,0.029771346975723968
rnnserv,4.25ghz,1.0ghz,0.0029912465204538306
rnnserv,4.25ghz,4.0ghz,0.13517053560025727
rnnserv,4.25ghz,5.0ghz,0.5094483563706427
rnnserv,4.25ghz,3.0ghz,0.01700726906208309
rnnserv,4.25ghz,1.5ghz,0.15665606830628992
rnnserv,4.25ghz,2.5ghz,0.22898533711961333
rnnserv,3.75ghz,1.25ghz,0.26043426893178667
rnnserv,3.75ghz,2.0ghz,0.17440038915018252
rnnserv,3.75ghz,3.25ghz,0.6276258050283593
rnnserv,3.75ghz,2.75ghz,0.3825931773694824
rnnserv,3.75ghz,4.5ghz,0.6836702770203351
rnnserv,3.75ghz,4.75ghz,0.415118275851869
rnnserv,3.75ghz,4.25ghz,0.984519736863829
rnnserv,3.75ghz,3.75ghz,1.0
rnnserv,3.75ghz,3.5ghz,0.24435472003272052
rnnserv,3.75ghz,2.25ghz,0.04566317848485905
rnnserv,3.75ghz,1.75ghz,0.04566317848485905
rnnserv,3.75ghz,1.0ghz,0.005205880435150824
rnnserv,3.75ghz,4.0ghz,0.18063688161006308
rnnserv,3.75ghz,5.0ghz,0.48486293237843714
rnnserv,3.75ghz,3.0ghz,0.02319948731506933
rnnserv,3.75ghz,1.5ghz,0.22156412892169008
rnnserv,3.75ghz,2.5ghz,0.22898533711961333
rnnserv,3.5ghz,1.25ghz,0.9073219836857066
rnnserv,3.5ghz,2.0ghz,0.6979738522659524
rnnserv,3.5ghz,3.25ghz,0.12060767859094357
rnnserv,3.5ghz,2.75ghz,0.7123855280840246
rnnserv,3.5ghz,4.5ghz,0.22898533711961333
rnnserv,3.5ghz,4.75ghz,0.029771346975723968
rnnserv,3.5ghz,4.25ghz,0.15665606830628992
rnnserv,3.5ghz,3.75ghz,0.24435472003272052
rnnserv,3.5ghz,3.5ghz,1.0
rnnserv,3.5ghz,2.25ghz,0.22156412892169008
rnnserv,3.5ghz,1.75ghz,0.24435472003272052
rnnserv,3.5ghz,1.0ghz,0.03788424543573267
rnnserv,3.5ghz,4.0ghz,0.6003641276866312
rnnserv,3.5ghz,5.0ghz,0.14561009539686695
rnnserv,3.5ghz,3.0ghz,0.1253189420819512
rnnserv,3.5ghz,1.5ghz,0.7858989168050492
rnnserv,3.5ghz,2.5ghz,0.6414528745894932
rnnserv,2.25ghz,1.25ghz,0.361803488317166
rnnserv,2.25ghz,2.0ghz,0.46093488585479814
rnnserv,2.25ghz,3.25ghz,0.02204821127903532
rnnserv,2.25ghz,2.75ghz,0.18703749337591546
rnnserv,2.25ghz,4.5ghz,0.03788424543573267
rnnserv,2.25ghz,4.75ghz,0.007856148366986239
rnnserv,2.25ghz,4.25ghz,0.03443756329229049
rnnserv,2.25ghz,3.75ghz,0.04566317848485905
rnnserv,2.25ghz,3.5ghz,0.22156412892169008
rnnserv,2.25ghz,2.25ghz,1.0
rnnserv,2.25ghz,1.75ghz,1.0
rnnserv,2.25ghz,1.0ghz,0.3721083307918155
rnnserv,2.25ghz,4.0ghz,0.46093488585479814
rnnserv,2.25ghz,5.0ghz,0.013733404308894272
rnnserv,2.25ghz,3.0ghz,0.6276258050283593
rnnserv,2.25ghz,1.5ghz,0.4728155871746813
rnnserv,2.25ghz,2.5ghz,0.5094483563706427
rnnserv,1.75ghz,1.25ghz,0.3516793716607548
rnnserv,1.75ghz,2.0ghz,0.497074660807861
rnnserv,1.75ghz,3.25ghz,0.028341832697381233
rnnserv,1.75ghz,2.75ghz,0.17440038915018252
rnnserv,1.75ghz,4.5ghz,0.03281712689483408
rnnserv,1.75ghz,4.75ghz,0.011656686132397214
rnnserv,1.75ghz,4.25ghz,0.029771346975723968
rnnserv,1.75ghz,3.75ghz,0.04566317848485905
rnnserv,1.75ghz,3.5ghz,0.24435472003272052
rnnserv,1.75ghz,2.25ghz,1.0
rnnserv,1.75ghz,1.75ghz,1.0
rnnserv,1.75ghz,1.0ghz,0.3825931773694824
rnnserv,1.75ghz,4.0ghz,0.5094483563706427
rnnserv,1.75ghz,5.0ghz,0.01700726906208309
rnnserv,1.75ghz,3.0ghz,0.5346712115320105
rnnserv,1.75ghz,1.5ghz,0.5475147688915105
rnnserv,1.75ghz,2.5ghz,0.497074660807861
rnnserv,1.0ghz,1.25ghz,0.06817204557664998
rnnserv,1.0ghz,2.0ghz,0.09518773522036432
rnnserv,1.0ghz,3.25ghz,0.0028077381497495463
rnnserv,1.0ghz,2.75ghz,0.01700726906208309
rnnserv,1.0ghz,4.5ghz,0.004901861038274267
rnnserv,1.0ghz,4.75ghz,0.001367281930175315
rnnserv,1.0ghz,4.25ghz,0.0029912465204538306
rnnserv,1.0ghz,3.75ghz,0.005205880435150824
rnnserv,1.0ghz,3.5ghz,0.03788424543573267
rnnserv,1.0ghz,2.25ghz,0.3721083307918155
rnnserv,1.0ghz,1.75ghz,0.3825931773694824
rnnserv,1.0ghz,1.0ghz,1.0
rnnserv,1.0ghz,4.0ghz,0.13517053560025727
rnnserv,1.0ghz,5.0ghz,0.0033914710682818017
rnnserv,1.0ghz,3.0ghz,0.8158901548607471
rnnserv,1.0ghz,1.5ghz,0.19360407089423592
rnnserv,1.0ghz,2.5ghz,0.17440038915018252
